"year","column_number","variable_name","variable_label","value_labels","variable_class","example_values","block","question","subitem","activity_number","questionnaire_section","file_component","readable_description"
"2023",33,"b5pt1q3_cperv1","Status Code","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 99, 93, 21, 95, 31, 91, 51, 92, 81",5,3,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Status Code"
"2023",34,"b5pt1q5_cperv1","Industry Code (NIC)","","character","01286, , 49229, 86100, 01281, 01113, 01139, 49224, 01124, 74201",5,5,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Industry Code (NIC)"
"2023",35,"b5pt1q6_cperv1","Occupation Code (NCO)","","character","611, , 832, 322, 921, 343, 522, 312, 263, 441",5,6,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Occupation Code (NCO)"
"2023",36,"b5pt1q7_cperv1","Whether Engaged In Any Work In Subsidiary Capacity","0 = No; 0 = yes","haven_labelled/vctrs_vctr/character","1, 2",5,7,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Whether Engaged In Any Work In Subsidiary Capacity"
"2023",37,"b5pt1q8_cperv1","(Principal)location Of Workplace Code","0 =   workplace in rural areas and located in dwelling unit; 0 =  workplace in rural areas and located in structure attached; 0 = workplace in rural areas and located in detached structure a; 0 = workplace in rural areas and located in own enterprise/unit/; 0 = workplace in rural areas and located in employerâ€™s dwelling; 0 = workplace in rural areas and located in employerâ€™s enterpris; 0 = workplace in rural areas and located in street with fixed lo; 0 = workplace in rural areas and located in construction site; 0 = workplace in rural areas and located in others; 0 = workplace in urban areas and located in: dwelling unit; 0 = workplace in urban areas and located in: structure attached; 0 = workplace in urban areas and located in: detached structure; 0 = workplace in urban areas and located in: own enterprise/unit; 0 = workplace in urban areas and located in: employerâ€™s dwelling; 0 = workplace in urban areas and located in: employerâ€™s enterpri; 0 = workplace in urban areas and located in: street with fixed l; 0 = workplace in urban areas and located in: construction site; 0 = workplace in urban areas and located in: others; 0 = no fixed workplace","haven_labelled/vctrs_vctr/character",", 99, 16, 19, 14, 13, 26, 28, 11, 18",5,8,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Principal)location Of Workplace Code"
"2023",38,"b5pt1q9_cperv1","(Principal) Enterprise Type Code","0 = proprietary: male; 0 = proprietary: female; 0 = partnership: with members from same household; 0 = partnership: with members from different  household; 0 = partnership: Government/local body; 0 = partnership: Public Sector Enterprises; 0 = partnership: Autonomous Bodies; 0 = partnership: Public/Private limited company; 0 = partnership: Co-operative societies; 0 = partnership: trust/other non-profit institutions; 0 = partnership: employerâ€™s households(i.e., private households; 0 = partnership: others","haven_labelled/vctrs_vctr/character","01, , 05, 08, 02, 04, 12, 11, 10, 06",5,9,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Principal) Enterprise Type Code"
"2023",39,"b5pt1q10_cperv1","(Principal) No. Of Workers In The Enterprise","0 = 6 and above but less than 10; 0 = 10 and above but less than 20; 0 = 20 and abobe; 0 = not known; 0 =  less than 6","haven_labelled/vctrs_vctr/character","1, , 4, 2, 3, 9",5,10,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Principal) No. Of Workers In The Enterprise"
"2023",40,"b5pt1q11_cperv1","(Principal)  Type Of Job Contract","0 = written job contract for   1  year or less; 0 = written job contract more than 1 year to 3  years; 0 = written job contract more than 3 years; 0 = no written  job contract","haven_labelled/vctrs_vctr/character",", 4, 1, 2, 3",5,11,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Principal)  Type Of Job Contract"
"2023",41,"b5pt1q12_cperv1","(Principal) Eligble Of Paid Leave","0 = No; 0 = yes","haven_labelled/vctrs_vctr/character",", 1, 2",5,12,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Principal) Eligble Of Paid Leave"
"2023",42,"b5pt1q13_cperv1","(Principal) Social Security Benefits","0 = only PF/ pension (i.e., GPF, CPF, PPF, pension,  etc.); 0 = only gratuity; 0 = only health care &  maternity benefits; 0 = only PF/ pension  and gratuity; 0 = only PF/ pension and health care & maternity benefits; 0 = only gratuity and health care & maternity benefits; 0 = PF/ pension, gratuity, health care  & maternity benefits; 0 = not  eligible for  any of above social security benefit; 0 = not known","haven_labelled/vctrs_vctr/character",", 7, 8, 1, 4, 3, 5, 9, 6, 2",5,13,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Principal) Social Security Benefits"
"2023",43,"b5pt1q14_cperv1","(Principal) Usage of product of the economic activity","0 = for own consumption and intended to sell some part of it (le; 0 = for own consumption and intended to sell major part of it (m; 0 = the entire produce is for selling; 0 = for own consumption only and did not intend to sell any part","haven_labelled/vctrs_vctr/character","4, , 3, 1, 2",5,14,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Principal) Usage of product of the economic activity"
"2023",44,"b5pt2q3_cperv1","Status Code","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","41, , 21, 11, 51, 31, 12",5,3,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Status Code"
"2023",45,"b5pt2q5_cperv1","Industry Code (NIC)","","character","42204, , 01286, 95210, 01124, 49219, 61103, 01411, 41001, 01611",5,5,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Industry Code (NIC)"
"2023",46,"b5pt2q6_cperv1","Occupation Code (NCO)","","character","931, , 611, 723, 921, 832, 112, 612, 343, 753",5,6,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Occupation Code (NCO)"
"2023",47,"b5pt2q7_cperv1","(Subsidiary) location Of Workplace Code","0 =   workplace in rural areas and located in dwelling unit; 0 =  workplace in rural areas and located in structure attached; 0 = workplace in rural areas and located in detached structure a; 0 = workplace in rural areas and located in own enterprise/unit/; 0 = workplace in rural areas and located in employerâ€™s dwelling; 0 = workplace in rural areas and located in employerâ€™s enterpris; 0 = workplace in rural areas and located in street with fixed lo; 0 = workplace in rural areas and located in construction site; 0 = workplace in rural areas and located in others; 0 = workplace in urban areas and located in: dwelling unit; 0 = workplace in urban areas and located in: structure attached; 0 = workplace in urban areas and located in: detached structure; 0 = workplace in urban areas and located in: own enterprise/unit; 0 = workplace in urban areas and located in: employerâ€™s dwelling; 0 = workplace in urban areas and located in: employerâ€™s enterpri; 0 = workplace in urban areas and located in: street with fixed l; 0 = workplace in urban areas and located in: construction site; 0 = workplace in urban areas and located in: others; 0 = no fixed workplace","haven_labelled/vctrs_vctr/character","16, , 11, 99, 14, 13, 18, 19, 12, 15",5,7,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Subsidiary) location Of Workplace Code"
"2023",48,"b5pt2q8_cperv1","(Subsidiary)  Enterprise Type Code","0 = proprietary: male; 0 = proprietary: female; 0 = partnership: with members from same household; 0 = partnership: with members from different  household; 0 = partnership: Government/local body; 0 = partnership: Public Sector Enterprises; 0 = partnership: Autonomous Bodies; 0 = partnership: Public/Private limited company; 0 = partnership: Co-operative societies; 0 = partnership: trust/other non-profit institutions; 0 = partnership: employerâ€™s households(i.e., private households; 0 = partnership: others","haven_labelled/vctrs_vctr/character","05, , 01, 02, 08, 12, 06, 04, 03, 19",5,8,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Subsidiary)  Enterprise Type Code"
"2023",49,"b5pt2q9_cperv1","(Subsidiary)  No. Of Workers In The Enterprise","1 =  less than 6; 2 = 6 and above but less than 10; 3 = 10 and above but less than 20; 4 = 20 and abobe; 9 = not known","haven_labelled/vctrs_vctr/double","1, 4, 3, 2, 9",5,9,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Subsidiary)  No. Of Workers In The Enterprise"
"2023",50,"b5pt2q10_cperv1","(Subsidiary)   Type Of Job Contract","0 = written job contract for   1  year or less; 0 = written job contract more than 1 year to 3  years; 0 = written job contract more than 3 years; 0 = no written  job contract","haven_labelled/vctrs_vctr/character","1, , 4, 2, 3",5,10,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Subsidiary)   Type Of Job Contract"
"2023",51,"b5pt2q11_cperv1","(Subsidiary)  Eligble Of Paid Leave","0 = No; 0 = yes","haven_labelled/vctrs_vctr/character","2, , 1",5,11,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Subsidiary)  Eligble Of Paid Leave"
"2023",52,"b5pt2q12_cperv1","(Subsidiary)  Social Security Benefits","0 = only PF/ pension (i.e., GPF, CPF, PPF, pension,  etc.); 0 = only gratuity; 0 = only health care &  maternity benefits; 0 = only PF/ pension  and gratuity; 0 = only PF/ pension and health care & maternity benefits; 0 = only gratuity and health care & maternity benefits; 0 = PF/ pension, gratuity, health care  & maternity benefits; 0 = not  eligible for  any of above social security benefit; 0 = not known","haven_labelled/vctrs_vctr/character","8, , 7, 1, 5, 3, 9, 6, 4, 2",5,12,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Subsidiary)  Social Security Benefits"
"2023",53,"b5pt2q13_cperv1","(Subsidiary) Usage of product of the economic activity","0 = for own consumption and intended to sell some part of it (le; 0 = for own consumption and intended to sell major part of it (m; 0 = the entire produce is for selling; 0 = for own consumption only and did not intend to sell any part","haven_labelled/vctrs_vctr/character",", 4, 3, 1, 2",5,13,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","(Subsidiary) Usage of product of the economic activity"
"2023",54,"b5pt3q5_cperv1","Ever Worked Prior to last 365 days","0 = No; 0 = yes","haven_labelled/vctrs_vctr/character","1, , 2",5,5,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Ever Worked Prior to last 365 days"
"2023",55,"b5pt3q6_cperv1","Duration of engagement in the economic activity in usual Principal Activity Statu","1 = less than or equal to 6 months; 2 = more than 6 months but less than or equal to 1 year-; 3 =  more than 1 year but less than or equal to 2 years; 4 = more than 2 years but less than or equal to 3 years; 5 = more than three years","haven_labelled/vctrs_vctr/double","5, 4, 3, 2, 1",5,6,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Duration of engagement in the economic activity in usual Principal Activity Statu"
"2023",56,"b5pt3q7_cperv1","Duration of engagement in the economic activity in Subsidiary Activity Status","1 = less than or equal to 6 months; 2 = more than 6 months but less than or equal to 1 year-; 3 =  more than 1 year but less than or equal to 2 years; 4 = more than 2 years but less than or equal to 3 years; 5 = more than three years","haven_labelled/vctrs_vctr/double","1, 5, 3, 4, 2",5,7,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Duration of engagement in the economic activity in Subsidiary Activity Status"
"2023",57,"b5pt3q8_cperv1","Efforts undertaken to search work","1 = apply to prospective employers/place or answer job advertise; 2 = register with employment exchange; 3 = register with private employment center; 4 = seek financial help to start a business; 5 = seek help from relatives, friends; 6 = apply for permit or license to start a business; 7 = others","haven_labelled/vctrs_vctr/double","1, 7, 5, 2, 4, 3, 6",5,8,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Efforts undertaken to search work"
"2023",58,"b5pt3q9_cperv1","Duration of spell of Unemployment","1 = less than or equal to 6 months; 2 = more than 6 months but less than or equal to 1 year; 3 = more than 1 year but less than or equal to 2 years; 4 = more than 2 years but less than or equal to 3 years; 5 = more than three years","haven_labelled/vctrs_vctr/double","3, 2, 1, 4, 5",5,9,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Duration of spell of Unemployment"
"2023",59,"b5pt3q10_cperv1","Whether Ever Worked","1 = yes; 2 = No","haven_labelled/vctrs_vctr/double","1, 2",5,10,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Whether Ever Worked"
"2023",60,"b5pt3q11_cperv1","Reason for not working in last 365 days","1 = retrenchment /lay-off without pay; 2 = end of contract/quit; 3 = not operating the unit; 4 = lack of work in the area; 5 = retirement; 6 = child care; 7 = household responsibilities other than child care; 8 = health related reasons; 10 = no financial need; 19 = others","haven_labelled/vctrs_vctr/double","8, 6, 7, 2, 5, 19, 1, 10, 4, 3",5,11,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Reason for not working in last 365 days"
"2023",61,"b5pt3q12_cperv1","Main reason for being in Principal activity status (91 to 97)","1 = did not have the required training/qualification/age for wor; 2 = non availability of work at a convenient location; 3 = health/age related reason; 4 = want to continue study; 5 = social reasons; 6 = financially well-off; 7 = child care/personal commitments in home making-; 9 = others","haven_labelled/vctrs_vctr/double","3, 4, 7, 9, 5, 1, 2, 6",5,12,NA,NA,"Block 5: usual activity and employment particulars","Person file: first visit","Main reason for being in Principal activity status (91 to 97)"
"2023",62,"b6q4_3pt1_cperv1","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 99, 93, 21, 95, 31, 91, 51, 97, 92",6,4,1,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2023",63,"b6q5_3pt1_cperv1","Industry Code (NIC) for activity 1","","character","01, , 49, 86, 42, 74, 47, 94, 84, 52",6,5,1,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2023",64,"b6q6_3pt1_cperv1","hours actuallly worked for activity 1 on 7 th day","","numeric","8, 0, 6, 4, 5, 9, 10, 7, 3, 2",6,6,1,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on 7 th day"
"2023",65,"b6q9_3pt1_cperv1","wage earning for activity 1 on 7 th day","","numeric","0, 300, 250, 500, 400, 800, 550, 650, 200, 600",6,9,1,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 7 th day"
"2023",66,"b6q4_act2_3pt1_cperv1","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 21, 51, 12, 72, 31, 42, 41, 62",6,4,1,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 2"
"2023",67,"b6q5_act2_3pt1_cperv1","Industry Code (NIC) for activity 2","","character",", 01, 95, 61, 49, 58, 86, 14, 47, 41",6,5,1,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 2"
"2023",68,"b6q6_act2_3pt1_cperv1","hours actuallly worked for activity 2 on 7 th day","","character","0, 4, 6, 5, 2, 3, 8, 1, 7, 9",6,6,1,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 2 on 7 th day"
"2023",69,"b6q9_act2_3pt1_cperv1","wage earning for activity 2 on 7 th day","","character","0, 250, 220, 500, 280, 200, 400, 204, 350, 212",6,9,1,2,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 2 on 7 th day"
"2023",70,"b6q7_act2_3pt1_cperv1","total hours actually worked on 7th day","","character","8, 0, 10, 6, 4, 5, 9, 7, 12, 3",6,7,1,2,"Block 6: current weekly activity and daily work details","Person file: first visit","total hours actually worked on 7th day"
"2023",71,"b6q8_3pt1_cperv1","hours available for aditional worked on 7th day","","character","0, 5, 1, 2, 3, 4, 6, 8",6,8,1,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours available for aditional worked on 7th day"
"2023",72,"b6q4_3pt2_cperv1","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 99, 93, 21, 95, 31, 91, 51, 97, 72",6,4,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2023",73,"b6q5_3pt2_cperv1","Industry Code (NIC) for activity 1","","character","01, , 49, 86, 42, 74, 47, 94, 84, 52",6,5,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2023",74,"b6q6_3pt2_cperv1","hours actuallly worked for activity 1 on 6 th day","","character","8, 0, 7, 6, 5, 9, 3, 10, 4, 2",6,6,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on 6 th day"
"2023",75,"b6q9_3pt2_cperv1","wage earning for activity 1 on 7 th day","","character","0, 300, 250, 500, 400, 800, 550, 650, 200, 600",6,9,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 7 th day"
"2023",76,"b6q4_act2_3pt2_cperv1","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 21, 51, 12, 72, 42, 41, 31, 62",6,4,2,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 2"
"2023",77,"b6q5_act2_3pt2_cperv1","Industry Code (NIC) for activity 2","","character",", 01, 95, 61, 49, 58, 86, 14, 47, 41",6,5,2,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 2"
"2023",78,"b6q6_act2_3pt2_cperv1","hours actuallly worked for activity 2 on 6 th day","","numeric","0, 2, 4, 6, 5, 8, 3, 1, 7, 9",6,6,2,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 2 on 6 th day"
"2023",79,"b6q9_act2_3pt2_cperv1","wage earning for activity 2 on 6 th day","","numeric","0, 350, 220, 250, 500, 280, 400, 204, 100, 300",6,9,2,2,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 2 on 6 th day"
"2023",80,"b6q7_3pt2_cperv1","total hours actually worked on 6th day","","numeric","8, 0, 7, 10, 6, 5, 9, 3, 12, 4",6,7,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","total hours actually worked on 6th day"
"2023",81,"b6q8_3pt2_cperv1","hours available for aditional worked on 6th day","","numeric","0, 5, 2, 1, 3, 4, 6",6,8,2,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours available for aditional worked on 6th day"
"2023",82,"b6q4_3pt3_cperv1","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 99, 93, 21, 95, 72, 91, 51, 97, 31",6,4,3,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2023",83,"b6q5_3pt3_cperv1","Industry Code (NIC) for activity 1","","character","01, , 49, 86, 74, 47, 42, 94, 84, 52",6,5,3,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2023",84,"b6q6_3pt3_cperv1","hours actuallly worked for activity 1 on5 th day","","numeric","8, 0, 6, 7, 5, 9, 4, 10, 1, 2",6,6,3,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on5 th day"
"2023",85,"b6q9_3pt3_cperv1","wage earning for activity 1 on 5 th day","","numeric","0, 300, 250, 500, 400, 600, 550, 650, 450, 800",6,9,3,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 5 th day"
"2023",86,"b6q4_act2_3pt3_cperv1","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 51, 12, 72, 31, 21, 42, 41, 62",6,4,3,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 2"
"2023",87,"b6q5_act2_3pt3_cperv1","Industry Code (NIC) for activity 2","","character",", 01, 95, 61, 49, 58, 14, 41, 42, 13",6,5,3,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 2"
"2023",88,"b6q6_act2_3pt3_cperv1","hours actuallly worked for activity 2 on 5 th day","","numeric","0, 4, 2, 3, 5, 8, 7, 1, 6, 10",6,6,3,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 2 on 5 th day"
"2023",89,"b6q9_act2_3pt3_cperv1","wage earning for activity 2 on 5 th day","","character","0, 350, 220, 250, 500, 280, 200, 400, 204, 100",6,9,3,2,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 2 on 5 th day"
"2023",90,"b6q7_3pt3_cperv1","total hours actually worked on 5th day","","numeric","8, 0, 6, 10, 7, 5, 9, 4, 1, 2",6,7,3,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","total hours actually worked on 5th day"
"2023",91,"b6q8_3pt3_cperv1","hours available for aditional worked on 5th day","","numeric","0, 5, 2, 1, 3, 4, 6",6,8,3,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours available for aditional worked on 5th day"
"2023",92,"b6q4_3pt4_cperv1","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 99, 93, 21, 95, 31, 62, 91, 82, 51",6,4,4,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2023",93,"b6q5_3pt4_cperv1","Industry Code (NIC) for activity 1","","character","01, , 49, 86, 42, 74, 47, 94, 84, 52",6,5,4,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2023",94,"b6q6_3pt4_cperv1","hours actuallly worked for activity 1 on 4th day","","numeric","8, 0, 6, 9, 7, 5, 4, 3, 10, 1",6,6,4,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on 4th day"
"2023",95,"b6q9_3pt4_cperv1","wage earning for activity 1 on 4th day","","numeric","0, 300, 250, 500, 400, 600, 550, 650, 800, 220",6,9,4,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 4th day"
"2023",96,"b6q4_act2_3pt4_cperv1","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 31, 21, 42, 41, 12, 51, 62, 72",6,4,4,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 2"
"2023",97,"b6q5_act2_3pt4_cperv1","Industry Code (NIC) for activity 2","","character",", 01, 95, 58, 86, 14, 47, 19, 41, 42",6,5,4,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 2"
"2023",98,"b6q6_act2_3pt4_cperv1","hours actuallly worked for activity 2 on 4th day","","numeric","0, 4, 2, 1, 7, 3, 8, 6, 5, 9",6,6,4,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 2 on 4th day"
"2023",99,"b6q9_act2_3pt4_cperv1","wage earning for activity 2 on 4th day","","numeric","0, 220, 280, 250, 400, 300, 232, 120, 350, 450",6,9,4,2,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 2 on 4th day"
"2023",100,"b6q7_3pt4_cperv1","total hours actually worked on 4th day","","numeric","8, 0, 6, 10, 9, 7, 5, 3, 4, 1",6,7,4,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","total hours actually worked on 4th day"
"2023",101,"b6q8_3pt4_cperv1","hours available for aditional worked on 4th day","","numeric","0, 5, 3, 1, 4, 2, 6, 8",6,8,4,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours available for aditional worked on 4th day"
